user_input,retrieved_contexts,response,reference,context_precision,context_recall,faithfulness,semantic_similarity,answer_correctness
Bagaimana cara mengajukan pelayanan dokumen tanpa kembali ke Indonesia?,"['layanan serta status dari layanan yang sudah diajukan sebagai berikut.', '6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.', 'ii \nII.8.1.1.1 Ubah Profil .............................................................................................. 34 \nII.8.1.2 Riwayat Lapor Diri ........................................................................................ 36 \nII.8.1.3 Riwayat Pelayanan ....................................................................................... 36 \nII.8.1.4 Riwayat Pengaduan ..................................................................................... 37 \nII.8.1.5 Riwayat Dokumen ........................................................................................ 37 \nII.9 Fitur Lain ................................................................................................................... 37 \nII.9.1 Ubah Password ................................................................................................... 37 \nII.9.2 Keluar Aplikasi .................................................................................................... 38', 'terlihat tampilan berikut ini. \nWNI\nBeranda\nLapor Diri\nPelindungan\nPengaduan Layanan\nPelayanan\nInformasi Pelayanan\nPengumuman\nReferensi\nFAQ\nProfil WNI']","Maaf, saya tidak tahu. Informasi yang saya miliki hanya mencakup menu pelayanan yang menampilkan informasi pelayanan pada masing-masing perwakilan, serta fitur riwayat pelayanan yang menampilkan status dari layanan yang sudah diajukan.

Apakah jawaban ini membantu? Jika ya, saya senang bisa membantu. Jika tidak, saya mohon maaf dan siap membantu lebih lanjut jika ada informasi lain yang bisa saya berikan.",Pilih jenis layanan dan isi formulir online.,0.0,0.0,0.16666666666666666,0.8131548090202997,0.20328870225507492
Apa itu menu Informasi Pelayanan?,"['6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.', 'layanan serta status dari layanan yang sudah diajukan sebagai berikut.', 'terlihat tampilan berikut ini. \nWNI\nBeranda\nLapor Diri\nPelindungan\nPengaduan Layanan\nPelayanan\nInformasi Pelayanan\nPengumuman\nReferensi\nFAQ\nProfil WNI', 'II.2.4 Keluarga .............................................................................................................. 21 \nII.3 Menu Pelindungan .....................................................................................................23 \nII.3.1 Buat Permohonan Pelindungan ...........................................................................23 \nII.3.2 Cek Status Permohonan Peindungan ................................................................. 25 \nII.4 Menu Pelayanan ....................................................................................................... 26 \nII.5 Menu Informasi Pelayanan ........................................................................................27 \nII.5.1 Lihat Detail .......................................................................................................... 28 \nII.5.2 Pencarian Informasi Pelayanan .......................................................................... 30']",Menu Informasi Pelayanan menampilkan informasi pelayanan yang ada pada masing-masing perwakilan. Apakah jawaban ini membantu?,Menu informasi pelayanan perwakilan RI di seluruh dunia.,0.0,0.0,0.6666666666666666,0.8832612367117874,0.22081530917794684
Apa informasi yang tersedia di menu Informasi Pelayanan?,"['6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.', 'layanan serta status dari layanan yang sudah diajukan sebagai berikut.', 'terlihat tampilan berikut ini. \nWNI\nBeranda\nLapor Diri\nPelindungan\nPengaduan Layanan\nPelayanan\nInformasi Pelayanan\nPengumuman\nReferensi\nFAQ\nProfil WNI', 'II.2.4 Keluarga .............................................................................................................. 21 \nII.3 Menu Pelindungan .....................................................................................................23 \nII.3.1 Buat Permohonan Pelindungan ...........................................................................23 \nII.3.2 Cek Status Permohonan Peindungan ................................................................. 25 \nII.4 Menu Pelayanan ....................................................................................................... 26 \nII.5 Menu Informasi Pelayanan ........................................................................................27 \nII.5.1 Lihat Detail .......................................................................................................... 28 \nII.5.2 Pencarian Informasi Pelayanan .......................................................................... 30']","Di menu Informasi Pelayanan, Anda dapat melihat detail informasi pelayanan dan melakukan pencarian informasi pelayanan.

Apakah jawaban ini membantu?","Alamat perwakilan, jenis layanan, dan jam kerja.",0.0,0.0,1.0,0.8229043974119407,0.20572609935298516
Bagaimana cara mencari informasi perwakilan RI di suatu negara?,"['28 \n \nGambar 46 WNI – Informasi Pelayanan \nII.5.1 Lihat Detail \nUntuk melihat detail informasi pelayanan, user dapat memilih salah satu negara yang akan \ndilihat detail informasinya, kemudian sistem akan menampilkan daftar perwakilan yang ada \ndi negara tersebut seperti berikut. \n \nGambar 47 WNI – Detail Informasi Pelayanan (1) \n \nUntuk melihat detail alamat dan pelayanan dari perwakilan yang berada di negara tersebut, \nuser dapat memilih salah satu perwakilan, maka sistem akan menampilkan halaman detail \ndari perwakilan yang dipilih seperti berikut.', '6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.', 'terlihat tampilan berikut ini. \nWNI\nBeranda\nLapor Diri\nPelindungan\nPengaduan Layanan\nPelayanan\nInformasi Pelayanan\nPengumuman\nReferensi\nFAQ\nProfil WNI', '24 \n \nGambar 41 WNI - Pelindungan - Form Identitas \n \nPada form identias, isikan informasi dengan lengkap agar memudahkan pihak \nperwakilan mengambil tindatakn terhadap kasus yang ada. Kemudian klik \n untuk melanjutkan ke form kasus.']","Untuk melihat detail informasi pelayanan dan mencari informasi perwakilan RI di suatu negara, Anda dapat memilih negara yang ingin dilihat detail informasinya. Sistem akan menampilkan daftar perwakilan yang ada di negara tersebut. Setelah itu, Anda dapat memilih salah satu perwakilan untuk melihat detail alamat dan pelayanan dari perwakilan yang dipilih.

Apakah jawaban ini membantu?",Gunakan fitur pencarian negara di menu Informasi Pelayanan.,0.9999999999,0.0,0.75,0.879922873852044,0.219980718463011
Apa yang ditampilkan di menu Pengumuman?,"['6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.', 'layanan serta status dari layanan yang sudah diajukan sebagai berikut.', 'II.2.4 Keluarga .............................................................................................................. 21 \nII.3 Menu Pelindungan .....................................................................................................23 \nII.3.1 Buat Permohonan Pelindungan ...........................................................................23 \nII.3.2 Cek Status Permohonan Peindungan ................................................................. 25 \nII.4 Menu Pelayanan ....................................................................................................... 26 \nII.5 Menu Informasi Pelayanan ........................................................................................27 \nII.5.1 Lihat Detail .......................................................................................................... 28 \nII.5.2 Pencarian Informasi Pelayanan .......................................................................... 30', 'i \nDAFTAR ISI \n \nDAFTAR ISI ............................................................................................................................ i \nDAFTAR GAMBAR ................................................................................................................ iii \nBAB I PENGENALAN APLIKASI .............................................................................................. 1 \nI.1 Deskripsi Singkat Aplikasi .............................................................................................. 1 \nI.2 Deskripsi User ................................................................................................................ 1 \nI.3 Langkah Awal Penggunaan Aplikasi ............................................................................. 1 \nI.4 Fungsi - Fungsi Menu ................................................................................................... 2']","Maaf, saya tidak memiliki informasi mengenai apa yang ditampilkan di menu Pengumuman. Saya hanya memiliki informasi mengenai menu Pelindungan, menu Pelayanan, dan menu Informasi Pelayanan.

Apakah jawaban ini membantu?",Daftar pengumuman dari perwakilan RI.,0.0,0.0,0.2,0.8030000402469797,0.20075001006174492
Bagaimana cara melihat detail pengumuman?,"['39 \n \nGambar 63 WNI – Informasi Akun (4) \n \n \nUser dapat klik \n maka sistem akan mengembalikan halaman ke halaman \npublik.', '6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.', 'layanan serta status dari layanan yang sudah diajukan sebagai berikut.', '6 \n \nGambar 6 WNI - Beranda']","Maaf, saya tidak tahu. Informasi yang tersedia hanya menjelaskan tentang informasi akun WNI dan informasi pelayanan pada masing-masing perwakilan.

Apakah ada hal lain yang bisa saya bantu?",Klik judul pengumuman untuk melihat detailnya.,0.9999999999,0.0,0.25,0.8013223555910833,0.20033058889777083
Apa itu menu Referensi?,"['6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.', '6 \n \nGambar 6 WNI - Beranda', 'layanan serta status dari layanan yang sudah diajukan sebagai berikut.', '39 \n \nGambar 63 WNI – Informasi Akun (4) \n \n \nUser dapat klik \n maka sistem akan mengembalikan halaman ke halaman \npublik.']","Maaf, saya tidak tahu. Saya hanya memiliki informasi tentang pelayanan yang ada pada masing-masing perwakilan dan status layanan yang sudah diajukan.

Apakah jawaban ini membantu? Jika tidak, mohon maaf, dan saya akan berusaha membantu lebih lanjut jika ada pertanyaan lain.",Menu referensi hukum untuk WNI di luar negeri.,0.0,0.0,0.16666666666666666,0.780572852719086,0.1951432131797715
Apa fungsi menu Referensi bagi WNI?,"['II.6 Menu Pengumuman ................................................................................................. 30 \nII.6.1 Lihat Detail .......................................................................................................... 30 \nII.6.2 Pencarian Data Pengumuman ............................................................................. 31 \nII.7 Menu Referensi ......................................................................................................... 31 \nII.8 Profil WNI ..................................................................................................................32 \nII.8.1 Lihat Detail .......................................................................................................... 33 \nII.8.1.1 Identitas ........................................................................................................ 34', 'terlihat tampilan berikut ini. \nWNI\nBeranda\nLapor Diri\nPelindungan\nPengaduan Layanan\nPelayanan\nInformasi Pelayanan\nPengumuman\nReferensi\nFAQ\nProfil WNI', '39 \n \nGambar 63 WNI – Informasi Akun (4) \n \n \nUser dapat klik \n maka sistem akan mengembalikan halaman ke halaman \npublik.', '6 \n \nGambar 6 WNI - Beranda']","Maaf, saya tidak tahu fungsi menu Referensi bagi WNI berdasarkan informasi yang tersedia.

Apakah jawaban ini membantu? Jika tidak, mohon beritahu saya, dan saya akan mencoba membantu lebih lanjut.",Menyediakan aturan hukum terkait pelindungan WNI.,0.0,0.0,0.0,0.8126552912496489,0.20316382281241221
Apa saja informasi di menu Profil WNI?,"['II.6 Menu Pengumuman ................................................................................................. 30 \nII.6.1 Lihat Detail .......................................................................................................... 30 \nII.6.2 Pencarian Data Pengumuman ............................................................................. 31 \nII.7 Menu Referensi ......................................................................................................... 31 \nII.8 Profil WNI ..................................................................................................................32 \nII.8.1 Lihat Detail .......................................................................................................... 33 \nII.8.1.1 Identitas ........................................................................................................ 34', 'terlihat tampilan berikut ini. \nWNI\nBeranda\nLapor Diri\nPelindungan\nPengaduan Layanan\nPelayanan\nInformasi Pelayanan\nPengumuman\nReferensi\nFAQ\nProfil WNI', '32 \n \nGambar 52 WNI – Referensi \nII.8 Profil WNI \nUser dapat melihat profil serta melakukan ubahan data apabila status lapor dirinya sudah \nvalid dengan klik dropdown yang terdapat dibagian kanan atas pada \n maka \nakan tampil laman profil sebagai berikut.', '39 \n \nGambar 63 WNI – Informasi Akun (4) \n \n \nUser dapat klik \n maka sistem akan mengembalikan halaman ke halaman \npublik.']","Di menu Profil WNI, Anda dapat melihat profil Anda dan melakukan perubahan data, asalkan status lapor diri Anda sudah valid. Untuk mengaksesnya, klik dropdown di bagian kanan atas. Setelah itu, Anda akan melihat laman profil Anda.

Apakah informasi ini membantu?","Identitas, riwayat lapor diri, dan status permohonan.",0.0,0.0,1.0,0.8605046198967803,0.40262615497419507
Bagaimana cara melihat riwayat lapor diri di profil?,"['layanan serta status dari layanan yang sudah diajukan sebagai berikut.', '6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.', '39 \n \nGambar 63 WNI – Informasi Akun (4) \n \n \nUser dapat klik \n maka sistem akan mengembalikan halaman ke halaman \npublik.', ', maka sistem akan menampilkan halaman pengisian lapor diri \nkedatangan seperti berikut. \n \nGambar 8 WNI - Lapor Diri - Input NIK']","Maaf, saya tidak tahu. Informasi yang tersedia hanya menjelaskan cara melihat layanan yang tersedia dan status layanan yang sudah diajukan. Apakah ada hal lain yang bisa saya bantu?",Klik menu riwayat di profil untuk melihatnya.,0.0,0.0,0.25,0.7910689532778292,0.1977672383194573
Bagaimana cara melihat riwayat pelayanan di aplikasi?,"['6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.', 'layanan serta status dari layanan yang sudah diajukan sebagai berikut.', 'ii \nII.8.1.1.1 Ubah Profil .............................................................................................. 34 \nII.8.1.2 Riwayat Lapor Diri ........................................................................................ 36 \nII.8.1.3 Riwayat Pelayanan ....................................................................................... 36 \nII.8.1.4 Riwayat Pengaduan ..................................................................................... 37 \nII.8.1.5 Riwayat Dokumen ........................................................................................ 37 \nII.9 Fitur Lain ................................................................................................................... 37 \nII.9.1 Ubah Password ................................................................................................... 37 \nII.9.2 Keluar Aplikasi .................................................................................................... 38', 'II.2.4 Keluarga .............................................................................................................. 21 \nII.3 Menu Pelindungan .....................................................................................................23 \nII.3.1 Buat Permohonan Pelindungan ...........................................................................23 \nII.3.2 Cek Status Permohonan Peindungan ................................................................. 25 \nII.4 Menu Pelayanan ....................................................................................................... 26 \nII.5 Menu Informasi Pelayanan ........................................................................................27 \nII.5.1 Lihat Detail .......................................................................................................... 28 \nII.5.2 Pencarian Informasi Pelayanan .......................................................................... 30']","Untuk melihat riwayat pelayanan di aplikasi, Anda dapat mengakses menu profil dan memilih ""Riwayat Pelayanan"". Menu ini akan menampilkan layanan serta status dari layanan yang sudah Anda ajukan.

Apakah jawaban ini membantu?",Buka tab riwayat pelayanan di halaman profil.,0.3333333333,0.0,0.5,0.9165150928464805,0.22912877321162012
Apa saja isi dari riwayat pengaduan di profil?,"['layanan serta status dari layanan yang sudah diajukan sebagai berikut.', '6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.', '39 \n \nGambar 63 WNI – Informasi Akun (4) \n \n \nUser dapat klik \n maka sistem akan mengembalikan halaman ke halaman \npublik.', 'terlihat tampilan berikut ini. \nWNI\nBeranda\nLapor Diri\nPelindungan\nPengaduan Layanan\nPelayanan\nInformasi Pelayanan\nPengumuman\nReferensi\nFAQ\nProfil WNI']","Maaf, saya tidak tahu mengenai isi dari riwayat pengaduan di profil. Saya dapat membantu menjawab pertanyaan terkait layanan dan status dari layanan yang sudah diajukan, informasi pelayanan pada masing-masing perwakilan, serta informasi akun.

Apakah jawaban ini membantu?","Jenis pengaduan, tanggal, dan status kasus.",0.0,0.0,0.6,0.8308507550271216,0.2077126887567804
Bagaimana cara melihat dokumen yang sudah diunggah di sistem?,"['ii \nII.8.1.1.1 Ubah Profil .............................................................................................. 34 \nII.8.1.2 Riwayat Lapor Diri ........................................................................................ 36 \nII.8.1.3 Riwayat Pelayanan ....................................................................................... 36 \nII.8.1.4 Riwayat Pengaduan ..................................................................................... 37 \nII.8.1.5 Riwayat Dokumen ........................................................................................ 37 \nII.9 Fitur Lain ................................................................................................................... 37 \nII.9.1 Ubah Password ................................................................................................... 37 \nII.9.2 Keluar Aplikasi .................................................................................................... 38', 'layanan serta status dari layanan yang sudah diajukan sebagai berikut.', '6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.', 'II.2.4 Keluarga .............................................................................................................. 21 \nII.3 Menu Pelindungan .....................................................................................................23 \nII.3.1 Buat Permohonan Pelindungan ...........................................................................23 \nII.3.2 Cek Status Permohonan Peindungan ................................................................. 25 \nII.4 Menu Pelayanan ....................................................................................................... 26 \nII.5 Menu Informasi Pelayanan ........................................................................................27 \nII.5.1 Lihat Detail .......................................................................................................... 28 \nII.5.2 Pencarian Informasi Pelayanan .......................................................................... 30']","Untuk melihat dokumen yang sudah diunggah di sistem, Anda dapat mengakses menu ""Riwayat Dokumen"".

Apakah jawaban ini membantu? Jika ya, saya senang bisa membantu. Jika tidak, mohon maaf, dan silakan beritahu saya bagaimana saya bisa membantu lebih lanjut.",Dokumen yang telah diunggah bisa dilihat dan diunduh.,0.0,0.0,0.0,0.8755662611971444,0.4063621324114747
Bagaimana cara mengubah data profil di aplikasi peduliWNI?,"['32 \n \nGambar 52 WNI – Referensi \nII.8 Profil WNI \nUser dapat melihat profil serta melakukan ubahan data apabila status lapor dirinya sudah \nvalid dengan klik dropdown yang terdapat dibagian kanan atas pada \n maka \nakan tampil laman profil sebagai berikut.', '35 \n \nGambar 56 Profil WNI - Ubah Identitas \nSetelah melakukan perubahan pada profil WNI user dapat klik \n.  Maka ubahan \ndata profil akan tersimpan. \n \nCatatan: perubahan paspor, visa serta Negara, Provinsi dan Kota pada wilayah akreditasi \nperwakilan yang berbeda membutuhkan validasi dari perwakilan terkait, oleh karena itu \nsistem akan otomatis meng-create data lapor diri baru sebagai berikut.', '34 \nII.8.1.1 Identitas \nUntuk melihat detail identitas user dapat klik pada tab \nkemudian sistem akan \nmengarahkan WNI ke laman sebagai berikut. \n \nGambar 55 Profil WNI - Identitas \nLaman akan menampilkan informasi terkait identitas, data di luar negeri, Tujuan Menetap \ndan Kontak Darurat yang sebelumnya sudah diisikan WNI pada saat melakukan lapor diri. \nII.8.1.1.1 Ubah Profil \nUser dapat melakukan ubahan profil terkait identitas dengan klik \n, maka field-\nfield pada halaman profil akan dapat diedit sebagai berikut.', 'II.6 Menu Pengumuman ................................................................................................. 30 \nII.6.1 Lihat Detail .......................................................................................................... 30 \nII.6.2 Pencarian Data Pengumuman ............................................................................. 31 \nII.7 Menu Referensi ......................................................................................................... 31 \nII.8 Profil WNI ..................................................................................................................32 \nII.8.1 Lihat Detail .......................................................................................................... 33 \nII.8.1.1 Identitas ........................................................................................................ 34']","Untuk mengubah data profil di aplikasi PeduliWNI, berikut langkah-langkahnya:

1.  Klik *dropdown* yang terdapat di bagian kanan atas. Ini akan menampilkan laman profil Anda.
2.  Untuk melihat detail identitas, klik pada tab **Identitas**. Anda akan melihat informasi terkait identitas, data di luar negeri, tujuan menetap, dan kontak darurat yang sebelumnya sudah Anda isikan saat melakukan lapor diri.
3.  Untuk mengubah profil terkait identitas, klik **Ubah**. *Field-field* pada halaman profil akan dapat diedit.
4.  Setelah melakukan perubahan, klik **Simpan**. Ubahan data profil Anda akan tersimpan.

**Catatan:** Perubahan paspor, visa, serta Negara, Provinsi, dan Kota pada wilayah akreditasi perwakilan yang berbeda membutuhkan validasi dari perwakilan terkait. Oleh karena itu, sistem akan otomatis membuat data lapor diri baru.

Apakah jawaban ini membantu?","Klik ubah profil, lalu simpan setelah edit data.",0.9999999999666667,1.0,0.5833333333333334,0.8821227796279123,0.4348164091926924
Apakah perubahan data paspor dan negara perlu verifikasi perwakilan?,"['35 \n \nGambar 56 Profil WNI - Ubah Identitas \nSetelah melakukan perubahan pada profil WNI user dapat klik \n.  Maka ubahan \ndata profil akan tersimpan. \n \nCatatan: perubahan paspor, visa serta Negara, Provinsi dan Kota pada wilayah akreditasi \nperwakilan yang berbeda membutuhkan validasi dari perwakilan terkait, oleh karena itu \nsistem akan otomatis meng-create data lapor diri baru sebagai berikut.', '10 \nSetelah memasukkan nomor paspor dan tanggal habis berlaku, maka user dapat \nklik \n kemudian sistem akan melakukan pengecekan nomor paspor \ntersebut yang langsung terhubung dengan SIMKIM (Sistem Informasi Manajemen \nKeimigrasian), apabila nomor paspor tersebut valid, maka sistem akan \nmenampilkan pop up seperti berikut. \n \nGambar 14 WNI - Lapor Diri - Pop Up Paspor \nJika data yang ditampilkan sudah sesuai, maka user dapat memilih \n, \nkemudian sistem akan menampilkan pada halaman berikutnya, yaitu pengisian \ntahap 2. Data di Luar Negeri. Namun apabila, nomor paspor yang dimasukkan tidak \nvalid, maka sistem akan menampilkan pop up seperti berikut. \n \nGambar 15 WNI - Lapor Diri - Pop Up Paspor Tidak Ditemukan \nUser dapat klik \n jika ingin tetap menggunakan Paspor tersebut, atau \ndapat klik \n untuk memasukkan ulang Nomor Paspor yang benar. Jika \nuser tidak mempunyai Nomor Paspor yang valid / paspor hilang, maka user dapat \nklik \n. Jika sebelumnya NIK tidak ditemukan, maka sistem', '12 \n \nGambar 18 WNI - Lapor Diri -  Identitas \nSetelah \nselesai \nmengisikan \ndata \nidentitas, \nuser \ndapat \nklik  \n untuk melanjutkan proses lapor diri. Apabila telah \nselesai dari halaman input identitas, maka user akan diarahkan pada halaman input \ndata di luar negeri seperti berikut. \n \nGambar 19 WNI - Lapor Diri - Input Data di Luar Negeri', '13 \nSelanjutnya apabila user sudah selesai dalam melakukan proses pengisian data di \nluar negeri, maka user dapat memilih \n untuk \nmelanjutkan proses pengisian data tujuan menetap seperti berikut. \n \nGambar 20 WNI - Lapor Diri - Input Tujuan Menetap \n \nSelesai mengisikan data tujuan menetap, user dapat memilih \n \nuntuk melanjutkan pengisian data kontak darurat seperti berikut. \n \nGambar 21 WNI - Lapor Diri - Input Kontak Darurat \n \nSelesai mengisikan data kontak darurat, user dapat memilih \n, \nkemudian sistem akan menampilkan halaman konfirmasi lapor diri seperti berikut.']","Ya, perubahan paspor serta Negara, Provinsi dan Kota pada wilayah akreditasi perwakilan yang berbeda membutuhkan validasi dari perwakilan terkait, oleh karena itu sistem akan otomatis membuat data lapor diri baru.

Apakah jawaban ini membantu?","Ya, perubahan tersebut perlu verifikasi oleh perwakilan RI.",0.99999999995,1.0,1.0,0.8761876085991949,0.5190469021497988
Apa dampak dari perubahan data negara tempat tinggal di sistem?,"['layanan serta status dari layanan yang sudah diajukan sebagai berikut.', '39 \n \nGambar 63 WNI – Informasi Akun (4) \n \n \nUser dapat klik \n maka sistem akan mengembalikan halaman ke halaman \npublik.', '6 \n \nGambar 6 WNI - Beranda', ', maka sistem akan menampilkan halaman pengisian lapor diri \nkedatangan seperti berikut. \n \nGambar 8 WNI - Lapor Diri - Input NIK']","Maaf, saya tidak tahu dampak dari perubahan data negara tempat tinggal di sistem. Apakah informasi lain tentang layanan dan status pengajuan yang sudah ada bisa membantu?",Status akan berubah menjadi menunggu verifikasi baru.,0.0,0.0,0.0,0.8143322940859656,0.2035830735214914
Bagaimana cara mengubah password akun?,"['ii \nII.8.1.1.1 Ubah Profil .............................................................................................. 34 \nII.8.1.2 Riwayat Lapor Diri ........................................................................................ 36 \nII.8.1.3 Riwayat Pelayanan ....................................................................................... 36 \nII.8.1.4 Riwayat Pengaduan ..................................................................................... 37 \nII.8.1.5 Riwayat Dokumen ........................................................................................ 37 \nII.9 Fitur Lain ................................................................................................................... 37 \nII.9.1 Ubah Password ................................................................................................... 37 \nII.9.2 Keluar Aplikasi .................................................................................................... 38', 'layanan serta status dari layanan yang sudah diajukan sebagai berikut.', '38 \n \nGambar 61 WNI – Informasi Akun (3) \n \nUser dapat klik \n, kemudian sistem akan menampilkan pop up \nberikut. \n \nGambar 62 WNI – Ubah Password \n \nUser dapat mengisikan kata sandi lama, mengisikan kata sandi baru, dan mengisikan \nulang kata sandi baru. Setelah itu user dapat klik \n, maka sistem akan \nmengubah password lama. Jika user ingin membatalkan pengubahan password, maka \nuser dapat klik \n. \nII.9.2 Keluar Aplikasi \nUser dapat keluar dari aplikasi dengan klik nama di pojok kanan atas \n, \nkemudian akan tampil seperti berikut.', '6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.']","Untuk mengubah password akun, Anda dapat mengikuti langkah-langkah berikut:

1.  Klik nama Anda di pojok kanan atas aplikasi.
2.  Pilih opsi ""Ubah Password"".
3.  Isikan kata sandi lama Anda.
4.  Isikan kata sandi baru Anda.
5.  Isikan ulang kata sandi baru Anda.
6.  Klik tombol untuk mengubah password.

Apakah informasi ini membantu?",Klik nama akun lalu pilih ubah password.,0.3333333333,0.0,0.875,0.9163022290191432,0.5290473916369238
Bagaimana cara keluar dari aplikasi dengan aman?,"['layanan serta status dari layanan yang sudah diajukan sebagai berikut.', '6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.', 'ii \nII.8.1.1.1 Ubah Profil .............................................................................................. 34 \nII.8.1.2 Riwayat Lapor Diri ........................................................................................ 36 \nII.8.1.3 Riwayat Pelayanan ....................................................................................... 36 \nII.8.1.4 Riwayat Pengaduan ..................................................................................... 37 \nII.8.1.5 Riwayat Dokumen ........................................................................................ 37 \nII.9 Fitur Lain ................................................................................................................... 37 \nII.9.1 Ubah Password ................................................................................................... 37 \nII.9.2 Keluar Aplikasi .................................................................................................... 38', 'i \nDAFTAR ISI \n \nDAFTAR ISI ............................................................................................................................ i \nDAFTAR GAMBAR ................................................................................................................ iii \nBAB I PENGENALAN APLIKASI .............................................................................................. 1 \nI.1 Deskripsi Singkat Aplikasi .............................................................................................. 1 \nI.2 Deskripsi User ................................................................................................................ 1 \nI.3 Langkah Awal Penggunaan Aplikasi ............................................................................. 1 \nI.4 Fungsi - Fungsi Menu ................................................................................................... 2']","Untuk keluar dari aplikasi dengan aman, Anda dapat menggunakan fitur ""Keluar Aplikasi"" yang tersedia.

Apakah jawaban ini membantu?",Klik logout dari dropdown akun di pojok kanan.,0.3333333333,0.0,1.0,0.826247518815087,0.20656187970377174
Apa yang harus dilakukan jika email konfirmasi tidak diterima?,"['layanan serta status dari layanan yang sudah diajukan sebagai berikut.', '6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.', 'ii \nII.8.1.1.1 Ubah Profil .............................................................................................. 34 \nII.8.1.2 Riwayat Lapor Diri ........................................................................................ 36 \nII.8.1.3 Riwayat Pelayanan ....................................................................................... 36 \nII.8.1.4 Riwayat Pengaduan ..................................................................................... 37 \nII.8.1.5 Riwayat Dokumen ........................................................................................ 37 \nII.9 Fitur Lain ................................................................................................................... 37 \nII.9.1 Ubah Password ................................................................................................... 37 \nII.9.2 Keluar Aplikasi .................................................................................................... 38', '17 \nUser dapat memasukkan nomor registrasi lapor diri pada kolom yang telah \ndisediakan kemudian klik \n memproses pengecekan nomor \nregistrasi lapor diri, sehingga sistem akan menampilkan pop up setiap berikut. \n \nGambar 27 WNI - Akun Terhubung \n \nApabila data yang dimasukkan tidak valid, maka sistem akan menampilkan pop up \nseperti berikut. \n \nGambar 28 WNI - Nomor Registrasi Tidak Ditemukan \n \nSelanjutnya, user dapat memilih \n, dan melakukan input ulang nomor \nregistrasi lapor diri. Apabila user lupa dengan nomor registrasi lapor diri yang \npernah dilakukan, maka user dapat memilih \n, kemudian sistem \nakan menampilkan form seperti berikut. \n \nGambar 29 WNI - Lupa Nomor Registrasi Lapor Diri \nSelesai mengisikan data, user dapat memilih \n untuk memproses \ndata yang dimasukkan. Jika data yang dimasukkan memang sudah valid dan \npernah melakukan lapor diri, maka sistem akan menampilkan pop up seperti \nberikut.']","Maaf, saya tidak tahu. Informasi yang tersedia hanya menjelaskan tentang cara melihat riwayat pelayanan, riwayat lapor diri, dan cara menghubungkan akun dengan nomor registrasi lapor diri.

Apakah jawaban ini membantu? Jika tidak, mohon beritahu saya apa lagi yang bisa saya bantu.",Periksa folder spam atau hubungi dukungan.,0.0,0.0,0.0,0.8027623083450472,0.2006905770862618
